stim_idx,doc_idx,split,topic_true,topic_foreign,foreign_stim_idx,error,p3_n_tok_true,p3_n_tok_foreign,base_p3_true,base_p3_foreign,base_p3_true_swap,base_p3_foreign_swap,base_p3_true_noinj,base_p3_foreign_noinj,base_p3_true_pt,base_p3_foreign_pt,cc_n_tok_true,cc_n_tok_foreign,base_cc_true,base_cc_foreign,base_cc_true_swap,base_cc_foreign_swap,base_cc_true_noinj,base_cc_foreign_noinj,base_cc_true_pt,base_cc_foreign_pt,av_p3_true,av_p3_foreign,av_p3_true_swap,av_p3_foreign_swap,av_p3_true_noinj,av_p3_foreign_noinj,av_cc_true,av_cc_foreign,av_cc_true_swap,av_cc_foreign_swap,av_cc_true_noinj,av_cc_foreign_noinj,text_true,text_true_noinj,text_n_tok_true,text_foreign,text_foreign_noinj,text_n_tok_foreign,text_prefix_tokens
119,296,eval,Mogadishu,"Richard Nixon presidential campaign, 1968",19,,4,10,-32.10340118408203,-44.817996978759766,-34.54292678833008,-47.856056213378906,-35.602760314941406,-40.093658447265625,-8.025850296020508,-4.481799697875976,4,10,-38.0103759765625,-52.284061431884766,-38.65412902832031,-52.91988754272461,-39.54388427734375,-51.577598571777344,-9.502593994140625,-5.228406143188477,-13.33283233642578,-70.74446105957031,-26.70105743408203,-35.539791107177734,-21.215587615966797,-43.91388702392578,-16.052358627319336,-72.69859313964844,-27.99607276916504,-41.78071212768555,-22.14001083374023,-45.535362243652344,-1.3609254360198975,-16.125320434570312,4,-37.124351501464844,-25.142568588256836,10,50
120,393,eval,Chapter 1 (House of Cards),Battle of Hubbardton,20,,8,4,-46.68156051635742,-45.145450592041016,-48.413326263427734,-38.6534423828125,-42.30956268310547,-38.19898986816406,-5.835195064544678,-11.286362648010254,8,4,-53.75962448120117,-49.7769889831543,-57.113529205322266,-44.37517547607422,-44.10366439819336,-41.06669616699219,-6.7199530601501465,-12.444247245788574,-34.92053985595703,-45.69249725341797,-46.8907470703125,-25.636011123657227,-33.61614227294922,-26.220739364624023,-36.56363296508789,-45.46116256713867,-48.23006820678711,-27.425148010253903,-35.618797302246094,-26.66017723083496,-10.014775276184082,-32.38581466674805,8,-36.95944595336914,-24.421260833740234,4,187
121,373,eval,The Stolen Eagle,Dave Sisler,21,,4,4,-40.72185516357422,-33.59383773803711,-49.368202209472656,-36.52463150024414,-47.11380386352539,-34.56708526611328,-10.180463790893555,-8.398459434509277,4,4,-51.192535400390625,-37.48272705078125,-58.364044189453125,-44.0923957824707,-56.505409240722656,-41.25703430175781,-12.798133850097656,-9.370681762695312,-32.13151168823242,-32.84526824951172,-34.80571746826172,-29.24185562133789,-34.59684371948242,-29.42535972595215,-33.57530212402344,-34.60279083251953,-37.36763000488281,-30.912988662719727,-35.65525817871094,-30.87388801574707,-7.146782398223877,-28.556081771850586,4,-37.73194122314453,-19.486591339111328,4,230
122,281,eval,History of Braathens SAFE (1946 – 93),"George Calvert, 1st Baron Baltimore",22,,16,9,-101.81240844726562,-42.07453918457031,-101.82401275634766,-40.703163146972656,-98.521728515625,-42.32636642456055,-6.363275527954102,-4.67494879828559,16,9,-113.8836669921875,-48.33116912841797,-114.50731658935547,-48.06194305419922,-110.23243713378906,-45.90476608276367,-7.117729187011719,-5.370129903157552,-80.90836334228516,-56.86407470703125,-108.53717041015624,-18.75998306274414,-100.46434020996094,-32.24300765991211,-85.09241485595703,-57.85902404785156,-111.7757568359375,-19.624786376953125,-104.58206176757812,-33.67960739135742,-11.221774101257324,-69.57854461669922,16,-34.480751037597656,-20.165485382080078,9,496
123,517,eval,Loverboy (Mariah Carey song),Hemmema,23,,8,3,-62.875732421875,-38.45769119262695,-63.675968170166016,-47.11625671386719,-54.58098220825195,-38.597408294677734,-7.859466552734375,-12.819230397542318,8,3,-68.989501953125,-49.364070892333984,-68.3992691040039,-53.11250686645508,-59.9239387512207,-48.88117218017578,-8.623687744140625,-16.45469029744466,-40.6118278503418,-45.543235778808594,-72.41484832763672,-40.20854187011719,-43.118770599365234,-35.33676528930664,-43.374977111816406,-47.27448272705078,-71.7115249633789,-40.72607421875,-44.12102890014648,-39.04926300048828,-20.130630493164062,-41.41037368774414,8,-33.7894172668457,-25.50543212890625,3,295
124,419,eval,Stefan Wever,Far Away Places (Mad Men),24,,3,7,-38.66845703125,-64.36536407470703,-38.50355529785156,-62.50453186035156,-37.9859733581543,-61.013145446777344,-12.889485677083334,-9.195052010672432,3,7,-45.17090606689453,-74.09416198730469,-39.74558639526367,-72.8858413696289,-41.519256591796875,-70.42234802246094,-15.056968688964844,-10.58488028390067,-37.2244873046875,-68.07595825195312,-32.94615936279297,-50.86491775512695,-28.19668960571289,-48.22968673706055,-37.76386642456055,-70.3526382446289,-35.955020904541016,-53.40913009643555,-29.45976448059082,-50.65285110473633,-2.630038022994995,-29.69756507873535,3,-49.8217658996582,-45.8410758972168,7,145
125,465,eval,Corpus Christi Bay,John Cullen,25,,4,3,-40.12983703613281,-40.61262893676758,-39.67021179199219,-40.33002853393555,-37.92058181762695,-40.60945510864258,-10.032459259033203,-13.537542978922525,4,3,-48.51982116699219,-42.808128356933594,-47.586517333984375,-43.14377975463867,-43.261837005615234,-40.13245391845703,-12.129955291748047,-14.269376118977865,-20.431772232055664,-23.659563064575195,-26.829986572265625,-18.376949310302734,-26.144458770751953,-24.264373779296875,-22.96447372436523,-26.392436981201172,-28.930339813232425,-21.746356964111328,-27.749265670776367,-25.42167282104492,-0.5776219964027405,-21.766647338867188,4,-30.963939666748047,-17.323226928710938,3,120
126,464,eval,1998 National League Wild Card tie-breaker game,Mega Man & Bass,26,,13,4,-51.492000579833984,-52.68973159790039,-49.66143035888672,-51.92102813720703,-47.09428787231445,-45.90419006347656,-3.960923121525691,-13.172432899475098,13,4,-67.18242645263672,-63.11140060424805,-68.5881118774414,-63.74247741699219,-67.30638885498047,-60.430442810058594,-5.167878957895132,-15.777850151062012,-57.16828155517578,-59.48514938354492,-74.11164093017578,-29.4291934967041,-61.04438400268555,-39.77677154541016,-59.3277702331543,-61.59642028808594,-75.24531555175781,-31.288179397583008,-64.76164245605469,-43.02287673950195,-11.770955085754395,-33.01644515991211,13,-41.19972610473633,-22.694496154785156,4,125
127,557,eval,The Good Terrorist,Rio de Janeiro bid for the 2016 Summer Olympics,27,,4,13,-41.80754852294922,-38.54678726196289,-42.1341667175293,-38.853702545166016,-38.11126708984375,-37.369903564453125,-10.451887130737305,-2.965137481689453,4,13,-51.021766662597656,-47.598480224609375,-50.46152877807617,-46.77135467529297,-46.4751091003418,-44.27510070800781,-12.755441665649414,-3.6614215557391825,-32.71624755859375,-65.78535461425781,-41.45573806762695,-29.18012237548828,-28.692703247070312,-40.54535675048828,-34.030540466308594,-68.1648941040039,-42.75782775878906,-28.1013240814209,-29.14556121826172,-41.90888214111328,-3.760350227355957,-23.153533935546875,4,-39.66770935058594,-23.844894409179688,13,78
128,331,eval,Arikamedu,The Importance of Being Earnest,28,,4,6,-45.083984375,-39.17060089111328,-40.210304260253906,-42.18605422973633,-34.61549758911133,-35.945072174072266,-11.27099609375,-6.528433481852214,4,6,-50.90120315551758,-44.489891052246094,-40.749271392822266,-44.12312698364258,-38.39299392700195,-40.0732421875,-12.725300788879395,-7.414981842041016,-18.87845802307129,-53.89939498901367,-40.5274543762207,-28.191940307617188,-24.86334800720215,-26.425132751464844,-22.098655700683594,-56.00716781616211,-40.252647399902344,-29.750513076782227,-25.33966827392578,-27.099166870117188,-1.672115683555603,-20.34091567993164,4,-34.7235107421875,-19.2912654876709,6,160
129,98,eval,"West Hendford Cricket Ground, Yeovil",HMS Boreas (H77),29,,9,9,-75.42044067382812,-57.423885345458984,-71.98052215576172,-52.651798248291016,-73.77887725830078,-54.14603042602539,-8.38004896375868,-6.380431705050999,9,9,-89.49082946777344,-60.83641815185547,-86.7642822265625,-60.37677001953125,-87.55651092529297,-54.141780853271484,-9.943425496419271,-6.7596020168728295,-66.95608520507812,-55.2052001953125,-73.71868133544922,-39.30178451538086,-70.57127380371094,-40.774654388427734,-70.0111312866211,-55.925411224365234,-76.70133209228516,-43.68226623535156,-73.92955017089844,-42.35982131958008,-12.326751708984375,-57.994529724121094,9,-45.61368179321289,-37.26290512084961,9,307
130,26,eval,Johnson – Corey – Chaykovsky reaction,St Nazaire Raid,30,,9,4,-93.79386138916016,-53.560359954833984,-91.7430191040039,-55.3424072265625,-87.20722961425781,-51.360687255859375,-10.421540154351128,-13.390089988708496,9,4,-97.73719787597656,-60.824764251708984,-93.942138671875,-61.29937744140625,-89.90937805175781,-55.13374328613281,-10.859688652886284,-15.206191062927246,-53.1196403503418,-45.04773712158203,-101.7216796875,-32.57884979248047,-91.72268676757812,-36.18268585205078,-60.630001068115234,-47.19976806640625,-100.73445129394533,-33.60936737060547,-90.62146759033205,-38.29673767089844,-6.450123310089111,-60.8919792175293,9,-37.192649841308594,-28.462772369384766,4,291
131,435,eval,Hydnellum peckii,Ouw Peh Tjoa,31,,7,7,-47.64897537231445,-70.38247680664062,-46.549888610839844,-72.59197235107422,-43.91170883178711,-58.69291687011719,-6.8069964817592075,-10.054639543805804,7,7,-47.98259353637695,-75.68277740478516,-49.58073806762695,-78.82181549072266,-44.61506271362305,-65.43318939208984,-6.854656219482422,-10.811825343540736,-36.9344482421875,-60.24809646606445,-56.59340286254883,-66.76045989990234,-37.116355895996094,-53.68250274658203,-38.899810791015625,-61.82357025146485,-57.316253662109375,-68.65684509277344,-38.29952621459961,-56.0399284362793,-1.145419716835022,-26.230581283569336,7,-60.723854064941406,-43.652320861816406,7,418
132,426,eval,The One I Love (manga),Principe Amedeo-class ironclad,32,,8,10,-50.56996536254883,-80.02587127685547,-56.32966613769531,-74.07167053222656,-48.75904083251953,-72.04422760009766,-6.3212456703186035,-8.002587127685548,8,10,-64.67375946044922,-83.04721069335938,-68.98699188232422,-79.06948852539062,-66.86454010009766,-78.83455657958984,-8.084219932556152,-8.304721069335937,-41.12101364135742,-70.58030700683594,-84.1042251586914,-56.11007308959961,-42.10841751098633,-57.10253143310547,-42.48054885864258,-73.34781646728516,-85.85347747802734,-59.71068572998047,-43.883338928222656,-58.438758850097656,-9.699325561523438,-35.900001525878906,8,-55.34561538696289,-52.727420806884766,10,294
133,223,eval,Otra Nota,Hurricane Lorenzo (2007),33,,4,8,-42.893585205078125,-60.95347213745117,-45.21577835083008,-61.65536117553711,-38.38178634643555,-59.4430046081543,-10.723396301269531,-7.6191840171813965,4,8,-48.40336990356445,-69.9017562866211,-53.65287399291992,-71.75837707519531,-44.63359069824219,-65.72332763671875,-12.100842475891113,-8.737719535827637,-36.92416763305664,-42.90594482421875,-40.47245788574219,-26.733144760131836,-31.45607566833496,-37.75446701049805,-39.056278228759766,-43.85860061645508,-38.81650161743164,-29.25010681152344,-33.61996078491211,-37.92716598510742,-3.2064144611358643,-25.538957595825195,4,-49.59670639038086,-39.75157928466797,8,160
134,97,eval,"Papal conclave, 1769",Weather buoy,34,,10,2,-46.439422607421875,-34.97848129272461,-51.54635238647461,-30.915945053100586,-41.49327850341797,-39.51079177856445,-4.643942260742188,-17.489240646362305,10,2,-60.19664001464844,-38.51679992675781,-58.78449630737305,-33.4850959777832,-47.555694580078125,-43.249305725097656,-6.019664001464844,-19.258399963378906,-45.862152099609375,-32.033634185791016,-78.1365966796875,-18.49049949645996,-48.92256164550781,-28.68477439880371,-51.609371185302734,-33.01637268066406,-78.63457489013672,-20.914535522460938,-50.4075927734375,-29.90454864501953,-13.99740219116211,-27.603166580200195,10,-44.89817810058594,-27.06832504272461,2,221
135,33,eval,Devin Townsend,HMS Hostile (H55),35,,2,8,-25.611778259277344,-81.6976318359375,-26.3351993560791,-81.70996856689453,-25.977542877197266,-73.62586975097656,-12.805889129638672,-10.212203979492188,2,8,-31.114307403564453,-69.21316528320312,-31.739320755004883,-64.05997467041016,-28.006025314331055,-57.33209991455078,-15.557153701782227,-8.65164566040039,-17.583345413208008,-64.21439361572266,-33.68572998046875,-34.43452835083008,-21.651538848876953,-42.70735168457031,-22.085262298583984,-64.2905502319336,-35.431488037109375,-37.86673355102539,-23.790359497070312,-43.472843170166016,-0.85523521900177,-17.97841453552246,2,-53.659915924072266,-40.71648406982422,8,422
136,96,eval,Hurricane Omar (2008),"Saint Leonard Catholic Church (Madison, Nebraska)",36,,8,10,-44.36693572998047,-72.51429748535156,-45.748416900634766,-72.27799987792969,-42.95698928833008,-69.2370376586914,-5.545866966247559,-7.251429748535156,8,10,-55.410701751708984,-84.03546905517578,-55.716331481933594,-83.15338897705078,-46.86009216308594,-82.92617797851562,-6.926337718963623,-8.403546905517578,-28.964771270751953,-65.8713607788086,-49.4898681640625,-62.128395080566406,-29.03036117553711,-57.92073059082031,-32.285011291503906,-70.31484985351562,-50.248477935791016,-64.88967895507812,-29.502456665039062,-59.96528625488281,-8.289487838745117,-24.79054069519043,8,-60.1632194519043,-47.797672271728516,10,369
137,540,eval,"Waterfall Gully, South Australia",First Battle of Maryang San,37,,7,6,-43.91472244262695,-57.76363754272461,-44.68937683105469,-55.118263244628906,-45.194087982177734,-51.168846130371094,-6.273531777518136,-9.627272923787435,7,6,-54.1732177734375,-62.41773986816406,-54.03143310546875,-58.69409942626953,-50.73868942260742,-57.17961883544922,-7.739031110491071,-10.40295664469401,-43.9156494140625,-61.375431060791016,-57.33920669555664,-38.626014709472656,-49.08938980102539,-39.72327423095703,-43.83570098876953,-64.5134506225586,-58.523780822753906,-41.98574447631836,-47.26185607910156,-41.15512466430664,-7.188564777374268,-30.004985809326172,7,-45.57576370239258,-36.604434967041016,6,332
138,384,eval,Laurence Olivier,"No result, Pts",38,,3,5,-22.21757698059082,-68.06875610351562,-22.49808692932129,-62.15996170043945,-23.242197036743164,-65.913818359375,-7.405858993530273,-13.613751220703126,3,5,-28.813791275024414,-75.5185775756836,-27.694868087768555,-74.05433654785156,-29.908771514892578,-78.7794418334961,-9.604597091674805,-15.103715515136718,-16.093706130981445,-60.50506591796875,-27.879047393798828,-52.14221954345703,-19.715410232543945,-51.12892532348633,-17.689512252807617,-59.465965270996094,-29.366655349731445,-53.522064208984375,-20.747093200683594,-50.48260498046875,-2.463341236114502,-17.50387191772461,3,-57.356632232666016,-43.94010543823242,5,57
139,579,eval,Corythosaurus,Grammy Award for Best Concept Music Video,39,,4,7,-34.03079605102539,-42.98779296875,-36.76342010498047,-41.03390884399414,-38.14216613769531,-41.84587097167969,-8.507699012756348,-6.14111328125,4,7,-36.9468879699707,-47.663475036621094,-40.3861198425293,-47.58998489379883,-39.50376510620117,-46.291404724121094,-9.236721992492676,-6.809067862374442,-15.11125946044922,-75.74177551269531,-32.92510986328125,-38.903560638427734,-23.790302276611328,-44.34577941894531,-16.459779739379883,-80.83716583251953,-32.19621658325195,-40.56802749633789,-25.331514358520508,-46.70840072631836,-0.9097874760627747,-17.554325103759766,4,-35.22979736328125,-29.074251174926758,7,131
140,315,eval,The Litigators,Europium,40,,3,2,-42.861820220947266,-28.026653289794922,-42.67198181152344,-23.736604690551758,-39.250335693359375,-27.86603355407715,-14.287273406982422,-14.013326644897461,3,2,-50.80231475830078,-29.087865829467773,-47.82383346557617,-11.472413063049316,-46.00634002685547,-27.902080535888672,-16.934104919433594,-14.543932914733887,-32.8181037902832,-29.14783477783203,-44.42357635498047,-5.661622524261475,-31.45474624633789,-20.73215103149414,-34.5391731262207,-30.65752220153809,-46.136932373046875,-14.659448623657228,-34.177345275878906,-21.747947692871097,-2.8010971546173096,-20.57884979248047,3,-28.094009399414062,-18.492795944213867,2,29
141,317,eval,Sclerodermatineae,Species (film),41,,8,4,-47.98744201660156,-49.59934997558594,-53.44304656982422,-50.80171203613281,-52.81222915649414,-47.74650573730469,-5.998430252075195,-12.399837493896484,8,4,-53.482635498046875,-55.714935302734375,-53.11501693725586,-56.72065734863281,-60.00287628173828,-50.29460906982422,-6.685329437255859,-13.928733825683594,-23.64341926574707,-34.28841781616211,-48.74793243408203,-30.669858932495117,-40.563819885253906,-31.44581413269043,-26.576581954956055,-33.160247802734375,-50.073387145996094,-33.156761169433594,-41.299598693847656,-32.723995208740234,-1.179114580154419,-31.71902084350586,8,-37.93194580078125,-32.34607696533203,4,485
142,77,eval,Norman Finkelstein,Blackwyche,42,,4,3,-37.532039642333984,-49.78129577636719,-37.872074127197266,-49.52610778808594,-30.050006866455078,-48.4904670715332,-9.383009910583496,-16.593765258789062,4,3,-41.933631896972656,-54.90215301513672,-43.31563186645508,-56.61264419555664,-35.81826400756836,-52.92753982543945,-10.483407974243164,-18.30071767171224,-15.741653442382812,-44.57049560546875,-35.03396224975586,-39.247745513916016,-18.328182220458984,-35.08897399902344,-16.892215728759766,-46.180702209472656,-35.827022552490234,-40.116485595703125,-19.07213973999023,-36.14129257202149,-0.6813912391662598,-17.984277725219727,4,-40.393856048583984,-35.880027770996094,3,423
143,105,eval,Frederick Reines,Liu Kang,43,,3,2,-31.4357852935791,-25.843917846679688,-32.402099609375,-27.216964721679688,-31.393390655517578,-24.729148864746094,-10.478595097859701,-12.921958923339844,3,2,-37.395118713378906,-29.872844696044922,-40.28688430786133,-30.78977394104004,-36.2747917175293,-27.76924705505371,-12.465039571126303,-14.936422348022461,-18.42330551147461,-28.327852249145508,-35.849029541015625,-22.423988342285156,-24.679086685180664,-19.07442092895508,-20.130081176757812,-31.860092163085938,-36.147911071777344,-23.614686965942383,-24.630746841430664,-21.01597595214844,-1.8567744493484497,-18.118440628051758,3,-23.01942253112793,-17.062652587890625,2,37
144,216,eval,Mycena galericulata,Monty Can 't Buy Me Love,44,,7,8,-34.21089553833008,-52.27208709716797,-32.65263366699219,-52.335838317871094,-33.960140228271484,-50.890384674072266,-4.887270791190011,-6.534010887145996,7,8,-45.04769515991211,-65.53972625732422,-43.483516693115234,-65.5816421508789,-43.58372497558594,-67.2359390258789,-6.435385022844587,-8.192465782165527,-20.419036865234375,-48.96571731567383,-45.93470764160156,-55.40260314941406,-26.409997940063477,-49.727256774902344,-22.32432746887207,-53.3286247253418,-47.9896125793457,-56.82979965209961,-27.402441024780273,-52.54336929321289,-1.156623363494873,-20.915298461914062,7,-44.34543991088867,-32.097110748291016,8,483
145,359,eval,Tropical Storm Abby (1964),Truth in Numbers?,45,,9,4,-59.311702728271484,-48.913719177246094,-62.20048904418945,-49.204933166503906,-57.74751281738281,-46.87715148925781,-6.590189192030165,-12.228429794311523,9,4,-64.95894622802734,-59.50996780395508,-74.7456283569336,-60.9332275390625,-61.60697555541992,-55.716148376464844,-7.217660692003038,-14.87749195098877,-40.46768951416016,-51.49983596801758,-59.61297225952149,-41.03227233886719,-34.420013427734375,-35.90852737426758,-44.40351867675781,-52.17322540283203,-62.029537200927734,-43.095970153808594,-35.55964279174805,-37.57840347290039,-8.314202308654785,-42.20884704589844,9,-34.424354553222656,-31.34613609313965,4,311
146,623,eval,Perry the Platypus,Henry Hoʻolulu Pitman,46,,5,6,-32.553592681884766,-67.72886657714844,-30.80076026916504,-65.48540496826172,-32.635780334472656,-65.15725708007812,-6.510718536376953,-11.28814442952474,5,6,-40.8927116394043,-71.1671371459961,-33.04287338256836,-69.53199005126953,-34.05753707885742,-67.57180786132812,-8.178542327880859,-11.861189524332682,-17.043012619018555,-57.189697265625,-38.898406982421875,-41.40235900878906,-21.745542526245117,-45.43644714355469,-19.479257583618164,-56.540489196777344,-40.495113372802734,-42.37696075439453,-24.119359970092773,-46.232383728027344,-0.6747981905937195,-19.067398071289062,5,-57.24692916870117,-47.245513916015625,6,408
147,289,eval,Battle of Merville Gun Battery,Gregory Helms,47,,6,3,-43.78150939941406,-38.4892578125,-41.57992172241211,-35.34574890136719,-44.67082595825195,-36.19575881958008,-7.296918233235677,-12.829752604166666,6,3,-46.39410400390625,-40.09737777709961,-47.74237823486328,-39.29500198364258,-53.00638961791992,-38.57284927368164,-7.732350667317708,-13.365792592366537,-22.027446746826172,-28.46621322631836,-58.65629959106445,-15.577234268188477,-37.085968017578125,-20.217988967895508,-27.345561981201172,-28.15311050415039,-63.08760070800781,-16.597688674926758,-40.64299011230469,-20.328012466430664,-9.367664337158203,-31.259380340576172,6,-31.965009689331055,-20.85629653930664,3,443
148,475,eval,Road to the North Pole,Elephanta Caves,48,,5,5,-40.85356521606445,-30.532228469848633,-41.551025390625,-30.85011863708496,-40.344200134277344,-26.097352981567383,-8.17071304321289,-6.106445693969727,5,5,-49.493751525878906,-36.45106506347656,-49.151058197021484,-34.78110122680664,-47.88414001464844,-27.16138458251953,-9.898750305175781,-7.290213012695313,-39.68016815185547,-39.51573181152344,-39.89330291748047,-12.557549476623535,-31.24509048461914,-21.590473175048828,-41.452911376953125,-39.703311920166016,-42.33588409423828,-20.025733947753903,-35.08763122558594,-23.715322494506836,-6.391659736633301,-27.06778907775879,5,-28.595985412597656,-16.324766159057617,5,73
149,376,eval,M-108 (Michigan highway),Irresistible (The X-Files),49,,9,10,-71.18856811523438,-52.807159423828125,-76.9877700805664,-64.0875015258789,-66.72621154785156,-51.29720687866211,-7.909840901692708,-5.2807159423828125,9,10,-81.7057113647461,-55.599830627441406,-84.31112670898438,-59.461944580078125,-78.23985290527344,-59.94935607910156,-9.078412373860678,-5.5599830627441404,-41.35321807861328,-58.74288558959961,-57.18446731567383,-39.98298263549805,-48.72294616699219,-45.329872131347656,-42.576778411865234,-60.47504425048828,-58.338565826416016,-41.02192687988281,-50.48914337158203,-46.31845474243164,-6.839355945587158,-46.28940963745117,9,-55.77496337890625,-39.3951530456543,10,67
150,530,eval,T30 Howitzer Motor Carriage,The General in His Labyrinth,50,,8,6,-74.20418548583984,-41.11727523803711,-72.86858367919922,-47.718597412109375,-70.59173583984375,-42.56615447998047,-9.27552318572998,-6.8528792063395185,8,6,-84.03265380859375,-49.72132110595703,-85.08979034423828,-54.21030044555664,-83.82959747314453,-50.797645568847656,-10.504081726074219,-8.286886850992838,-51.87117004394531,-62.82428359985352,-71.96671295166016,-42.9495849609375,-57.114845275878906,-44.33218765258789,-57.59276580810547,-66.25585174560547,-74.31687927246094,-42.14884185791016,-59.839412689208984,-43.43631362915039,-3.634773015975952,-41.224822998046875,8,-40.16590118408203,-26.953062057495117,6,71
151,346,eval,Richard Cresswell,Subtropical Storm Alpha (1972),51,,4,11,-40.579742431640625,-65.28360748291016,-41.70732498168945,-60.13999557495117,-39.398162841796875,-53.237205505371094,-10.144935607910156,-5.934873407537287,4,11,-48.833702087402344,-72.15086364746094,-46.39466857910156,-65.140625,-45.67184829711914,-65.35140991210938,-12.208425521850586,-6.559169422496449,-18.720705032348633,-73.56758880615234,-31.576379776000977,-36.20315170288086,-28.833940505981445,-40.04791641235352,-21.831743240356445,-77.20521545410156,-31.683256149291992,-38.37755584716797,-29.873781204223633,-41.197017669677734,-0.7014225721359253,-22.686059951782227,4,-54.12456130981445,-38.574974060058594,11,145
152,172,eval,Ulysses (poem),766th Independent Infantry Regiment (North Korea),52,,8,12,-43.2461051940918,-69.92929077148438,-41.42458724975586,-74.93923950195312,-43.86789321899414,-72.0257797241211,-5.405763149261475,-5.827440897623698,8,12,-51.593719482421875,-71.2567138671875,-51.84007263183594,-82.93067169189453,-54.08817672729492,-70.70711517333984,-6.449214935302734,-5.938059488932292,-23.00649642944336,-85.67816925048828,-54.55272674560547,-47.27168655395508,-24.027111053466797,-49.54990768432617,-26.283418655395508,-91.43378448486328,-54.51759719848633,-47.0829963684082,-26.11103248596191,-51.09986114501953,-7.247476577758789,-26.768930435180664,8,-63.552913665771484,-44.313270568847656,12,276
153,617,eval,Wilhelm Busch,M-47 (Michigan highway),53,,3,8,-29.021888732910156,-66.86144256591797,-28.487756729125977,-65.79358673095703,-26.25031089782715,-61.32740020751953,-9.673962910970053,-8.357680320739746,3,8,-35.3242073059082,-83.36968231201172,-35.032440185546875,-82.11256408691406,-30.325042724609375,-76.477783203125,-11.774735768636068,-10.421210289001465,-19.30137825012207,-66.74501037597656,-26.1861629486084,-31.91000747680664,-20.93030166625977,-47.619380950927734,-20.946605682373047,-70.07848358154297,-26.95445251464844,-35.41202163696289,-22.199810028076172,-49.52045822143555,-0.7159746289253235,-17.789045333862305,3,-57.62821578979492,-43.8741340637207,8,488
154,348,eval,Xenon,Stanley Green,54,,2,2,-20.064533233642578,-29.281339645385742,-22.214956283569336,-29.794719696044922,-20.283018112182617,-30.586732864379883,-10.032266616821289,-14.640669822692871,2,2,-25.093286514282227,-33.45168685913086,-28.125139236450195,-33.556396484375,-27.31893539428711,-35.95545196533203,-12.546643257141113,-16.72584342956543,-18.010719299316406,-23.071208953857425,-23.49878692626953,-23.722097396850582,-19.613605499267575,-19.364452362060547,-19.67848014831543,-25.34313583374023,-24.710655212402344,-26.663311004638672,-21.103836059570312,-20.678253173828125,-3.1345512866973877,-14.527045249938965,2,-25.74766731262207,-18.316329956054688,2,331
155,184,eval,1986 Peach Bowl,2007 Hawaii Bowl,55,,7,7,-59.29275894165039,-51.35038375854492,-53.39109802246094,-48.94086837768555,-47.26607131958008,-46.711238861083984,-8.470394134521484,-7.33576910836356,7,7,-66.88525390625,-62.35559844970703,-58.7675895690918,-63.01895523071289,-61.40149688720703,-61.1195068359375,-9.555036272321429,-8.907942635672432,-26.742063522338867,-30.42389678955078,-40.554466247558594,-38.99078750610352,-37.06121444702149,-37.48577117919922,-28.205001831054688,-31.75264358520508,-42.049339294433594,-39.79690170288086,-38.3264274597168,-39.4490852355957,-8.174696922302246,-29.271339416503906,7,-38.70772933959961,-28.99590301513672,7,406
156,458,eval,President Evil,Andrew Johnston (singer),56,,2,6,-33.17650604248047,-52.16502380371094,-34.74246597290039,-52.40749740600586,-31.981184005737305,-49.676788330078125,-16.588253021240234,-8.694170633951822,2,6,-38.98415756225586,-58.53866195678711,-40.3565673828125,-61.31298828125,-38.25559616088867,-57.29642105102539,-19.49207878112793,-9.756443659464518,-28.133630752563477,-47.82755279541016,-26.97892951965332,-41.39345932006836,-23.38753890991211,-38.612449645996094,-28.24767684936523,-48.97532272338867,-27.64774703979492,-44.81242752075195,-24.67555809020996,-40.009769439697266,-5.267880439758301,-20.528907775878906,2,-35.54194641113281,-30.571500778198242,6,35
157,501,eval,Yo-Yo (Nicola Roberts song),Jane's Attack Squadron,57,,9,4,-73.60469818115234,-53.51971435546875,-68.28458404541016,-51.69294738769531,-65.73926544189453,-49.767330169677734,-8.178299797905815,-13.379928588867188,9,4,-82.08953094482422,-60.1209831237793,-77.21925354003906,-59.29781723022461,-80.8297119140625,-62.280426025390625,-9.121058993869358,-15.030245780944824,-58.99506378173828,-52.681671142578125,-79.00787353515625,-49.01126480102539,-63.94499588012695,-43.835941314697266,-60.437984466552734,-54.799896240234375,-80.91468811035156,-48.831565856933594,-65.5141830444336,-42.79127883911133,-21.732267379760742,-56.34396743774414,9,-51.97697067260742,-35.32390213012695,4,219
158,23,eval,SMS Zrínyi,Rachel Green,58,,5,2,-52.836387634277344,-26.676532745361328,-56.11005783081055,-26.448593139648438,-55.40006637573242,-28.15139389038086,-10.567277526855468,-13.338266372680664,5,2,-55.74039840698242,-31.820941925048828,-60.270137786865234,-34.83430862426758,-57.28583908081055,-33.54686737060547,-11.148079681396485,-15.910470962524414,-37.712520599365234,-34.89221954345703,-46.626075744628906,-23.83339500427246,-41.095550537109375,-24.53529167175293,-43.30048751831055,-36.6528434753418,-48.97198867797851,-27.46620750427246,-42.9826774597168,-25.866943359375,-3.1964669227600098,-31.789901733398438,5,-24.98794174194336,-18.257991790771484,2,253
